data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6699004,112,BLR276,276,2019-11-16,2019,1,"Violence against civilians",Attack,"Police Forces of Belarus (1994-)",,1,"Civilians (Belarus)",,7,17,Europe,Belarus,Gomel,Gomel,,Gomel,52.4345,30.9754,2,"Gomel.today; Charter-97",Subnational-National,"On 16 November, two assistants of an MP candidate were reportedly beaten by police in Gomel region, while trying to investigate the cause of another candidate's arrest. One of the assistants had been severely injured after being hit in the face.",0,1576855235,BLR
6699537,112,BLR274,274,2019-11-15,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly; Razam Movement; European Belarus; Journalists (Belarus); Students (Belarus); OGP: United Civic Party of Belarus",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"TUT.BY; Svaboda.org; Belsat; Viasna; Charter-97; Nasha Niva; BelaPAN",Other-National,"On 15 November, between 200 and 1000 people marched from the Kastrynickaja square to the Freedom Square in Minsk, demanding the authorities to stop the construction of the Astravets NPP, to stop the integration with Russia, as well as the resignation of president Aleksandr Lukashenka. European Belarus, Razam Movement, OGP, BSDP-PA members, as well as students and bloggers, participated in the rally. [size=200-1000]",0,1576855236,BLR
6699542,112,BLR277,277,2019-11-15,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Students (Belarus); Youth Bloc",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Zavodski,53.8619,27.6622,1,"TUT.BY; Svaboda.org",National,"On 15 November, 7 students, including Youth Bloc members, held a protest outside the Belarusian State Economic University against forced early voting for students. [size=7]",0,1576855236,BLR
6701678,112,BLR278,278,2019-11-11,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Students (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Zavodski,53.8619,27.6622,1,"TUT.BY; Svaboda.org",National,"On 11 November, more than 600 students protested at the Minsk Innovation University against the refusal of the Education Ministry to grant accreditation to certain faculties of the university. [size=more than 600]",0,1576855244,BLR
6702095,112,BLR282,282,2019-11-10,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Gomel,Gomel,,Gomel,52.4345,30.9754,1,Svaboda.org,National,"On 10 November, more than 60 people held an electoral rally in Gomel, demanding judicial reforms, softer drug policies, and the resignation of president Lukashenka. [size=more than 60]",0,1576855245,BLR
6702123,112,BLR279,279,2019-11-10,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BPF: Conservative Christian Party of the Belarusian People's Front; BCD: Belarusian Christian Democracy; MFF: Movement 'For Freedom'",6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Svaboda.org; Charter-97; Brestskaya Gazeta; TUT.BY; BelaPAN",Subnational-National,"On 10 November, between 150 and 400 people protested in a park in Brest against the construction of a battery plant near the city. BPF, MFF, BCD members participated in the rally. [size=150-400]",0,1576855246,BLR
6702126,112,BLR280,280,2019-11-10,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly",6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Brestskaya Gazeta; Charter-97; Svaboda.org; TUT.BY; BelaPAN",Subnational-National,"On 10 November, around 70 people protested in central Brest against the construction of a battery plant near the city. The protest was hosted by an electoral rally of a BSDP-PA candidate MP. [size=around 70]",0,1576855246,BLR
6702439,112,BLR281,281,2019-11-09,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","OGP: United Civic Party of Belarus",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,Charter-97,National,"On 9 November, several OGP members and the OGP leader and candidate MP held an electoral protest in the Tsentralny district of Minsk, demanding independent justice and equality before law in belarus. [size=several]",0,1576855247,BLR
6338381,112,BLR268,268,2019-11-08,2019,1,Protests,"Protest with intervention","Protesters (Belarus)","Students (Belarus); Labour Group (Belarus); Journalists (Belarus); Razam Movement; OGP: United Civic Party of Belarus; European Belarus",6,"Police Forces of Belarus (1994-)",,1,16,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"TUT.BY; Charter-97; Viasna; Svaboda.org",Other-National,"On 8 November, approximately 1000 people protested in Minsk's Freedom Square, condemning the integration with Russia, the Astravetsk nuclear power plant, the new conscription law, and the political repressions. Students, pensioners, bloggers, as well as OGP, European Belarus and Razam activists participated in the rally. Policemen in plain clothes attempted to prevent by force the protesters from bringing loudspeakers. [size= approximately 1000]",0,1573586485,BLR
6338382,112,BLR269,269,2019-11-08,2019,2,Protests,"Peaceful protest","Protesters (Belarus)","Youth Bloc",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Pershamayski,53.9348,27.6634,1,"naviny.by; Charter-97",National,"As reported on 8 November, at least three people, mainly activists of the Youth Bloc, held an electoral protest near the Vostok metro station in Minsk, condemning the new conscription law and demanding its reform. [size=at least 3]",0,1573586485,BLR
6338974,112,BLR270,270,2019-11-06,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Youth Bloc",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Maskouski,53.8705,27.4894,1,Svaboda.org,National,"On 6 November, at least three members and candidate MPs from the Youth Bloc held an electoral protest outside the сhemistry and law faculties of the Belarusian National University, condemning the state of the education and the new conscription law. [size=at least 3]",0,1573586487,BLR
6338378,112,BLR265,265,2019-11-05,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Mogilev,Mogilev,,Mogilev,53.9168,30.3449,1,"mogilev.online; Charter-97",Subnational-National,"On 5 November, at least 4 people took part in an electoral protest in Mogilev organized by two candidate MPs against a chemical plant near the city. [size=at least 4]",0,1573586485,BLR
6338637,112,BLR262,262,2019-11-05,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BCD: Belarusian Christian Democracy",6,,,0,60,Europe,Belarus,Minsk,Smalyavichy,,Zhodzina,54.0999,28.3392,1,Charter-97,National,"On 5 November, an electoral protest for the education reform organized by the BCD took place in Zhodzina of the Minsk region. BCD vice-president participated in the protest. [size=no report]",0,1573586486,BLR
6338638,112,BLR261,261,2019-11-04,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BCD: Belarusian Christian Democracy",6,,,0,60,Europe,Belarus,Brest,Baranovichy,,Baranovichi,53.1327,26.0139,1,Charter-97,National,"On 4 November, an electoral protest for fair elections organized by the BCD took place in Baranovichy of the Brest region. BCD vice-president participated in the protest. [size=no report]",0,1573586486,BLR
6338377,112,BLR264,264,2019-11-03,2019,1,Protests,"Protest with intervention","Protesters (Belarus)","MF: Young Front",6,"Private Security Forces (Belarus)","Police Forces of Belarus (1994-)",8,68,Europe,Belarus,Minsk,Minsk,,Kurapaty,53.9679,27.6082,1,"naviny.by; Novy Chas; Svaboda.org; TUT.BY; Nasha Niva",National,"On 3 November, 6 activists demonstrating outside the Poyedem Poyedim restaurant in the Kurapaty memorial forest were reportedly beaten up by the security personnel of the restaurant and by policemen during their arrest, leading to Young Front's member receiving a neck trauma. [size=6]",0,1573586485,BLR
6338379,112,BLR266,266,2019-11-03,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly",6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Svaboda.org; Nasha Niva; Charter-97; TUT.BY; Salidarnasts",National,"On 3 November, approximately 200 people held an electoral protest in Brest against a battery plant near the city. BSDP-PA candidate MPs offered their electoral platform for the protest to be legal. [size=approximately 200]",0,1573586485,BLR
6338380,112,BLR267,267,2019-11-03,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","European Belarus; Razam Movement; BPF: Conservative Christian Party of the Belarusian People's Front; MF: Youth Front; Christian Orthodox Group (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Pershamayski,53.9348,27.6634,2,"Nasha Niva; Charter-97; Viasna; Svaboda.org; TUT.BY; Belsat",Other-National,"On 3 November, between 250 and 325 people marched from Chaluskintsau Park to the Kurapaty memorial forest to mark the Dzyady memorial day. The protesters protested against integration with Russia and political repressions. Razam, European Belarus, BPF, Young Front activists and representatives of the self-governing Orthodox Belarusian Church participated in the rally. [size=250-325]",0,1573586485,BLR
6338636,112,BLR263,263,2019-11-03,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly",6,,,0,60,Europe,Belarus,Vitebsk,Vitebsk,,Vitebsk,55.1904,30.2049,1,Charter-97,National,"On 3 November, a protest against the integration with Russia organized by the BDSP-PA was held in Vitebsk. [size=no report]",0,1573586486,BLR
6338359,112,BLR258,258,2019-11-02,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Youth Bloc; BSDP-PA: Belarusian Social Democratic Party-People's Assembly; Belarusian Green Party",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Leninski,53.8594,27.5878,1,"BelaPAN; Nasha Niva; European Radio for Belarus; Svaboda.org",National,"On 2 November, around 20 members of the Young Bloc held a protest in Minsk's UN square, demanding the legalization of light narcotics. BSDP-PA, Belarusian Green Party members were present at the rally. [size=around 20]",0,1573585647,BLR
6332485,112,BLR259,259,2019-11-01,2019,1,"Strategic developments",Other,"Government of Belarus (1994-)",,1,,,0,10,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Svaboda.org; Viasna",Other-National,"On 1 November, the electoral commission of the 4th Brest constituency cancelled the candidacy of a Brest-battery plant protest leader, thus eliminating all the leaders of the Brest environmental protest from of the parliamentary elections.",0,1572984851,BLR
6403144,112,BLR286,286,2019-10-31,2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Belarus)",,3,"Civilians (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly",7,37,Europe,Belarus,Mogilev,Mogilev,,Mogilev,53.9168,30.3449,1,Viasna,Other,"On 31 October, two unidentified men beat a BSDP-PA activist in Mogilev for his support for the opposition in Belarus. The activist had significant traumas in the chest and belt areas.",0,1575401505,BLR
6332648,112,BLR256,256,2019-10-31,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","European Belarus",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Leninski,53.8594,27.5878,1,Charter-97,National,"On 31 October, an electoral protest was held at the intersection of Lenin and Nezalezhnosti streets in Minsk, where European Belarus activists demanded the resignation of the president of Belarus through a performance. [size=no report]",0,1572984867,BLR
6332483,112,BLR255,255,2019-10-30,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","OGP: United Civic Party of Belarus",6,,,0,60,Europe,Belarus,Gomel,Gomel,,Gomel,52.4345,30.9754,1,"naviny.by; Charter-97",National,"On 30 October, a protest was held in Gomel against a construction in a green park. An OGP parliamentary candidate organized the rally. [size=no report]",0,1572984849,BLR
6332481,112,BLR253,253,2019-10-29,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly; European Belarus",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"TUT.BY; Belsat; Svaboda.org; BelaPAN; Charter-97",National,"On 29 October, 36 people, including European Belarus and BSDP-PA activists, held a commemoration rally for the 1930s Stalinist repression victims, while condemning the politically motivated detentions in Belarus. [size=36]",0,1572984847,BLR
6332649,112,BLR257,257,2019-10-29,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","European Belarus",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Leninski,53.8594,27.5878,1,Charter-97,National,"On 29 October, hundreds of people participated in an electoral protest of European Belarus, organized at the intersection of the Lenin and Nezalezhnosti streets in Minsk. The protesters demanded higher wages and the cancellation of the new conscription law and the penalization of unemployed people. [size=hundreds]",0,1572984867,BLR
6332480,112,BLR251,251,2019-10-27,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"Charter-97; Nasha Niva",National,"On 27 October, members of the BSDP-PA party, led by Mikalay Statkevich, held an electoral protest in the Vierchni Horad neighborhood of Minsk in support of the political detainees in Belarus. [size=no report]",0,1572984846,BLR
6332482,112,BLR254,254,2019-10-27,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly; European Belarus",6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"BelaPAN; naviny.by; Charter-97; Svaboda.org",National,"On 27 October, at least 130 people marched in Brest against the operation of a battery plant near the city, but also condemned the elimination of independent candidates from the parliamentary elections. BSDP-PA and European Belarus members and candidates participated in the rally. [size=at least 130]",0,1572984848,BLR
6332780,112,BLR252,252,2019-10-27,2019,2,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly",6,,,0,60,Europe,Belarus,Grodno,Lida,,Lida,53.8833,25.2997,1,"Nasha Niva",National,"As reported on 27 October, members of the BSDP-PA party held an electoral protest in Lida in support of the political detainees. [size=no report]",0,1572984867,BLR
6224020,112,BLR247,247,2019-10-26,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","European Belarus",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Frunzenski,53.9006,27.4950,1,Charter-97,National,"On 26 October, around 100 people attended European Belarus' electoral protest against the Astravets NPP, held next to the Spartivnaya metro station in Minsk. [size=around 100]",0,1572374421,BLR
6332971,112,BLR260,260,2019-10-25,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","OGP: United Civic Party of Belarus",6,,,0,60,Europe,Belarus,Mogilev,Mogilev,,Mogilev,53.9168,30.3449,1,Viasna,Other,"On 25 October, around 4 people, including OGP members and MP candidates, held an electoral rally in Mogilev, demanding the factories to be removed from the city. [size=around 4]",0,1572984868,BLR
6223836,112,BLR245,245,2019-10-25,2019,1,"Strategic developments",Other,"Government of Belarus (1994-)","Judges (Belarus)",1,"Civilians (Belarus)","Anarchist Group (Belarus)",7,17,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Frunzenski,53.9006,27.4950,1,"TUT.BY; Nasha Niva; RFE/RL; Viasna; Svaboda.org",Other-National,"On 25 October, the Minsk City Court sentenced anarchist Zmiter Paliyenka to 2 years of domestic arrest and rehabilitation, ending a string of protests demanding his freedom.",0,1572374421,BLR
6223838,112,BLR248,248,2019-10-25,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","European Belarus; Anarchist Group (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Frunzenski,53.9006,27.4950,1,"Charter-97; Novy Chas",National,"On 25 October, an electoral protest of European Belarus against the Astravets NPP was held next to the Pushkinskaya metro station in Minsk. Anarchist Zmiter Paliyenka participated in the rally. [size=no report]",0,1572374421,BLR
6224021,112,BLR249,249,2019-10-23,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","European Belarus",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Frunzenski,53.9006,27.4950,1,Charter-97,National,"On 23 October, activists of the European Belarus movement protested outside the Minsk City Court, demanding the acquittal of anarchist Zmiter Paliyenka. [size=no report]",0,1572374421,BLR
6223839,112,BLR250,250,2019-10-23,2019,2,Protests,"Peaceful protest","Protesters (Belarus)","Labour Group (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk,53.9000,27.5667,1,"Charter-97; Onliner.by",National,"As reported on 23 October, around 15 taxi drivers protested in Minsk, demanding stricter regulation of online car sharing services, as well as better social security nets for their group. [size=around 15]",0,1572374421,BLR
6224341,112,BLR244,244,2019-10-20,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","OGP: United Civic Party of Belarus; BCD: Belarusian Christian Democracy",6,,,0,60,Europe,Belarus,Gomel,Gomel,,Gomel,52.4345,30.9754,1,Viasna,Other,"On 20 October, OGP candidate Tatiana Kanyevskaya held an electoral protest in Gomel, demanding the overhaul of the judicial system. OGP and BCD members were present at the rally. [size=no report]",0,1572374422,BLR
6223837,112,BLR246,246,2019-10-20,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Belsat; Charter-97; Nasha Niva; BelaPAN; Svaboda.org; TUT.BY; Brestskaya Gazeta",Subnational-National,"On 20 October, approximately 140 people marched in Brest against the operation of a battery plant near the city and condemned the rejection of local parliamentary candidates. [size=approximattely 140]",0,1572374421,BLR
6226436,112,BLR243,243,2019-10-17,2019,1,Protests,"Protest with intervention","Protesters (Belarus)","Anarchist Group (Belarus); BSDP-PA: Belarusian Social Democratic Party-People's Assembly; European Belarus",6,"Police Forces of Belarus (1994-)",,1,16,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Frunzenski,53.9006,27.4950,1,"Viasna; Charter-97",Other-National,"On 17 October, around 30 people protested outside the Minsk City Court, demanding the court to stop the case against Zmiter Palienka. Anarchists, members of the European Belarus, as well as BSDP-PA members participated in the protest. The police tried to take the protesters out of the court by force. [size=around 30]",0,1572403604,BLR
6160609,112,BLR241,241,2019-10-16,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Maskouski,53.8705,27.4894,1,"Svaboda.org; Charter-97",National,"On 16 October, 4 anarchists protested outside the Turkish embassy in Minsk, demanding the halt of the Turkish incursion into the North-Eastern Syria. [size=4]",0,1571776728,BLR
6160610,112,BLR242,242,2019-10-14,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Maskouski,53.8705,27.4894,1,Svaboda.org,National,"On 14 October, supporters protested outside the Minsk traffic police, condemning the persecution of a blogger. BSDP-PA members were present. [size=no report]",0,1571776728,BLR
6160608,112,BLR240,240,2019-10-13,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Svaboda.org; Charter-97; BelaPAN; Nasha Niva",National,"On 13 October, approximately 200 people marched in Brest against the operation of a battery plant near the city and condemned the persecution of local environmental activists. [size=approximately 200]",0,1571776728,BLR
6025353,112,BLR238,238,2019-10-07,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","European Belarus; Anarchist Group (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"TUT.BY; Nasha Niva; Charter-97; Svaboda.org",National,"On 7 October, at least 10 people protested outside the Mariott hotel in Minsk, raising awareness about political prisoners, the Astravets power plant, and Lukashenka's rule. European Belarus, together with anarchists, organized the protest. [size=at least 10]",0,1571160220,BLR
6226435,112,BLR237,237,2019-10-06,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BCD: Belarusian Christian Democracy; BSDP-PA: Belarusian Social Democratic Party-People's Assembly; European Belarus; Journalists (Belarus); MF: Young Front; Razam Movement; Anarchist Group (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"Nasha Niva; TUT.BY; BelaPAN; RFE/RL; Viasna; Svaboda.org",Other-National,"On 6 October, around 100 people protested in Minsk's Liberty Square, demanding the resignation of president Lukashenka, the release of political prisoners, and the freezing of the Belarus-Russia Union State talks. BDSP-PA, BCD, European Belarus, Razam, Young Front members, as well as anarchists took part in the protest. A blogger was reportedly arrested by the police right after the rally. [size=around 100]",0,1572403604,BLR
6025563,112,BLR239,239,2019-10-06,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,BelaPAN,National,"On 6 October, around 100 people marched in Brest against the operation of a battery plant near the city. [size=around 100]",0,1571160220,BLR
6018416,112,BLR236,236,2019-09-29,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"TUT.BY; BelaPAN",National,"On 29 September, around 100 people protested in Brest against the operation of a battery plant near the city. [size=around 100]",0,1570553928,BLR
6338368,112,BLR235,235,2019-09-27,2019,2,Protests,"Peaceful protest","Protesters (Belarus)","BCD: Belarusian Christian Democracy",6,,,0,60,Europe,Belarus,Minsk,Minsk,,Kurapaty,53.9679,27.6082,1,Charter-97,National,"As reported on 27 September, a protest was held outside the Poyedem Poyedim restaurant near the memorial forest in Kurapaty. The protesters tried to raise awareness about the historical importance of the Kurapaty memorial. BCD Pavel Sevyarinets participated in the rally. [size=no report]",0,1573585647,BLR
7001022,112,BLR233,233,2019-09-27,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","FFF: Fridays for Future; Students (Russia)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Leninski,53.8594,27.5878,1,Svaboda.org,National,"On 27 September, a climate strike protest was held on Kastrynichnaya Ulrica in Minsk as part of the #FridaysforFuture climate protest movement. The protesters held an art performance. [size=no report]",0,1585075531,BLR
6015104,112,BLR232,232,2019-09-25,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Pershamayski,53.9348,27.6634,1,"Nasha Niva; Charter-97; Belsat",National,"On 25 September, a protest was held outside the Vostok metro station , with protesters asking people not to use plastic bags. [size=no report]",0,1569958594,BLR
6015105,112,BLR234,234,2019-09-25,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","BSDP-PA: Belarusian Social Democratic Party-People's Assembly; European Belarus",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Frunzenski,53.9006,27.4950,1,"naviny.by; Charter-97; Svaboda.org; Nasha Niva",National,"On 25 September, around 30 people protested outside the Minsk City Court to demand the acquittal of anarchist Dmitry Palienka in a case of alleged injurious statements against the authorities. European Belarus and BSDP-PA represented by Mikalay Statkevich were present at the protest. [size=around 30]",0,1569958594,BLR
6015103,112,BLR231,231,2019-09-22,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"BelaPAN; naviny.by; Charter-97; Svaboda.org",National,"On 22 September, around 110 people protested in Brest against the operation of a battery plant near the city. [size=around 110]",0,1569958594,BLR
6314840,112,BLR229,229,2019-09-19,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","OGP: United Civic Party of Belarus",6,,,0,60,Europe,Belarus,Vitebsk,Vitebsk,,Vitebsk,55.1904,30.2049,1,Viasna,Other,"On 19 September, members of the OGP protested in Vitebsk with the slogans 'No to Russian occupation!' and 'No to the union state!'. During a protest an unknown individual attacked an OGP candidate MP by tearing her banner. [size=no report]",0,1572403786,BLR
6001308,112,BLR230,230,2019-09-19,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Gomel,Gomel,,Gomel,52.4345,30.9754,1,Svaboda.org,National,"On 19 September, around 30 parents protested in Gomel, demanding the reversal of the dismissal of a local school director. [size=around 30]",0,1569351138,BLR
6226434,112,BLR228,228,2019-09-16,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","OGP: United Civic Party of Belarus; BSDP-PA: Belarusian Social Democratic Party-People's Assembly; BCD: Belarusian Christian Democracy; European Belarus",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"TUT.BY; Svaboda.org; BelaPAN; Charter-97; Nasha Niva; Viasna",Other-National,"On 16 September, between 15 and 20 members of the OGP, BCD, European Belarus and BSDP-PA parties held a protest outside Minsk's GUM, demanding justice in the case of the disappearance of politicians Viktor Gonchar and Anatoly Krassovskyi in 1999. [size=15-20]",0,1572403604,BLR
6000741,112,BLR227,227,2019-09-15,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"TUT.BY; naviny.by; Svaboda.org; BelaPAN; Charter-97",National,"On 15 September, around 120 people protested in central Brest against the operation of a battery plant near the city. [size=around 120]",0,1569351138,BLR
5977660,112,BLR226,226,2019-09-10,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Mogilev,Mogilev,,Mogilev,53.9168,30.3449,1,TUT.BY,National,"On 10 September, around 40 people protested on Kashtanowa street in Mogilev against new buildings in the neighborhood. [size=around 40]",0,1568748649,BLR
5977274,112,BLR225,225,2019-09-08,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Belsat; Charter-97",National,"On 8 September, approximately 130 people protested in Brest against the operation of a battery plant near the city. [size=approximately 130]",0,1568748648,BLR
6314837,112,BLR223,223,2019-09-05,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,Viasna,Other,"On 5 September, between 11 and 14 persons held a protest in Minsk's Kyiv Square in favor of softening the drug possession sentences as stipulated by the 328th article of the Belarusian penal code. [size=11-14]",0,1572403786,BLR
5965342,112,BLR221,221,2019-09-01,2019,1,Protests,"Peaceful protest","Protesters (Belarus)","OGP: United Civic Party of Belarus",6,,,0,60,Europe,Belarus,Brest,Brest,,Brest,52.0975,23.6878,1,"Charter-97; TUT.BY; Brestskaya Gazeta; Svaboda.org; BelaPAN",Subnational-National,"On 1 September, over 150 people marched in Brest against the operation of a battery plant near the city. OGP MP candidate Aleksandr Kabanow was present at the rally. [size=over 150]",0,1568136729,BLR
5965343,112,BLR222,222,2019-09-01,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Mogilev,Mogilev,,Mogilev,53.9168,30.3449,1,"mogilev.online; Charter-97",Subnational-National,"On 1 September, a protest was held in Mogilev against the decision of local authorities to allow a new construction in a residential neighborhood. [size=no report]",0,1568136729,BLR
6226432,112,BLR219,219,2019-08-25,2019,1,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,Europe,Belarus,Grodno,Hrodna,,Grodno,53.6884,23.8258,1,"Hrodna.life; S13; TUT.BY; Viasna",Other-Subnational,"On 25 August, 20 youngsters held an unsanctioned rally in Grodno, demanding a concert of a Belarusian singer in their town. [size=20]",0,1572403604,BLR
6226433,112,BLR224,224,2019-08-25,2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Belarus)",,3,"Civilians (Belarus)",,7,37,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Leninski,53.8594,27.5878,1,"RFE/RL; HRW",Other-International,"On 25 August, a young man attacked three men, including filmmaker Nikolai Kuprich, on Kastrycnickaja street in Minsk, causing heavy head injuries to Kuprich. The attack is thought to be linked to Kuprich's filmmaking work with the Free Belarus Theater and the LGBT community.",0,1572403604,BLR
